seed,update,parameter_id,method,delta_magnitude_energy,delta_symmetric_energy,delta_skew_energy,delta_out_of_subspace_energy
0,128,transformer.h.4.attn.c_attn.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.4.attn.c_attn.weight,pair_local_frechet_hutchinson,0.06605153344047998,2.8085559112881526,5.160320880539118,4.180330120110355
0,128,transformer.h.4.attn.c_attn.weight,pair_local_skew_hutchinson,2.2064090059944093,123.22389321326911,204.3515890030011,260.62275257260717
0,128,transformer.h.4.attn.c_attn.weight,mix_025,42.3043794891908,1322.6918292230575,2075.31881701206,1970.9038718249924
0,128,transformer.h.4.attn.c_attn.weight,mix_050,12.051414121362392,445.31541310578956,695.5793778607533,681.9083440774765
0,128,transformer.h.4.attn.c_attn.weight,mix_075,1.784849596780732,111.68209035798064,175.25920143104338,185.6511023944027
0,128,transformer.h.4.attn.c_proj.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.4.attn.c_proj.weight,pair_local_frechet_hutchinson,0.03165902316480618,8.513242262584825,12.464984276722703,0.0
0,128,transformer.h.4.attn.c_proj.weight,pair_local_skew_hutchinson,1.1336015398033834,103.47003148908881,127.61312080633132,0.0
0,128,transformer.h.4.attn.c_proj.weight,mix_025,-0.06462537473873509,3.6338686596272254,2.8121331739152424,0.0
0,128,transformer.h.4.attn.c_proj.weight,mix_050,0.023084027402758167,4.485550821473851,3.3546003147460226,0.0
0,128,transformer.h.4.attn.c_proj.weight,mix_075,0.015041224011943743,4.933034647546464,5.701740365026211,0.0
0,128,transformer.h.4.mlp.w1.weight,mse,0.0,0.0,0.0,0.0
0,128,transformer.h.4.mlp.w1.weight,pair_local_frechet_hutchinson,0.1859089107529741,2.886941398469112,8.915263200466086,38.589667178153235
0,128,transformer.h.4.mlp.w1.weight,pair_local_skew_hutchinson,5.338084426377225,43.70037543580217,131.18650149991203,840.343730922137
0,128,transformer.h.4.mlp.w1.weight,mix_025,-0.37358148050653417,4.561321098535897,10.528726468228822,45.48408496307036
0,128,transformer.h.4.mlp.w1.weight,mix_050,-0.32748976367597027,3.252827466033237,7.961349524657432,32.30135232437517
0,128,transformer.h.4.mlp.w1.weight,mix_075,-0.21253588096257353,1.9235170724438557,4.718385509085394,18.640360806114046
0,128,transformer.h.4.mlp.w2.weight,mse,0.0,0.0,0.0,0.0
