seed,update,parameter_id,shape,method,actual_polar_cosine,actual_polar_distortion,cached_polar_cosine,predicted_polar_distortion,predicted_relative_l2,magnitude_delta_norm,symmetric_delta_norm,skew_delta_norm,outside_delta_norm
0,1024,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.6162447482810012,0.3837552517189988,0.616245687007904,0.5490539571527366,1.979294913941373,0.0,0.0,20.423388756577314,32.97333898221697
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.664694813511521,0.33530518648847896,0.6646968722343445,0.48443729947712266,1.6619844795491523,0.0,0.0,16.62941681365395,28.002480826538665
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7425961304531483,0.2574038695468517,0.7425974607467651,0.3721818950382242,1.239794662941775,0.0,0.0,12.482050993490137,20.84318216641173
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.742966602809627,0.257033397190373,0.7429684996604919,0.36037255005408597,1.2017785247973847,0.0,0.0,12.180363594280111,20.15530212908662
0,1024,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.49078066830833533,0.5092193316916647,0.49078190326690674,0.8108639148645671,5.191797070671369,0.0,0.0,52.141056915862514,87.3606521914604
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.6242397977972459,0.3757602022027541,0.6242406964302063,0.57243262413191,2.1142544563658263,0.0,0.0,19.865219360732723,36.35761619579153
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.699440811575357,0.300559188424643,0.69944167137146,0.4631014759771822,1.5713390333817099,0.0,0.0,14.87338667875101,26.961393472761127
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.6990389960223138,0.3009610039776862,0.699039876461029,0.450778634464039,1.521571692020655,0.0,0.0,14.424922768969804,26.094991459020434
0,1024,transformer.h.4.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.5511731533554827,0.44882684664451733,0.5511741042137146,0.6814436397534464,2.975632503249626,0.0,0.0,28.39601908857437,50.92879914345213
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7022185057726422,0.2977814942273578,0.7022197842597961,0.4169157469423077,1.3933045732906462,0.0,0.0,15.171621220069943,22.699751518665625
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7800347402054036,0.21996525979459636,0.7800351977348328,0.30678133032495236,1.0396858711931556,0.0,0.0,11.252686730634093,16.98410297183822
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.7775257454273115,0.22247425457268855,0.7775266170501709,0.29873858351207416,1.016606004172523,0.0,0.0,11.11915505926569,16.529455768016245
0,2048,transformer.h.0.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.5570251255960804,0.4429748744039196,0.5570255517959595,0.6457045784308146,2.6394238457266717,0.0,0.0,29.19001981268294,42.69772609507755
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.7346154407516071,0.2653845592483929,0.7346170544624329,0.3531629188879193,1.1790186488381154,0.0,0.0,12.505926332507672,19.426579637174566
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.8059437609554608,0.19405623904453917,0.805945634841919,0.2566306724663926,0.8998032801254452,0.0,0.0,9.560252920798044,14.815673508500055
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",structural_vq64_int3_k8,0.8084462835247397,0.19155371647526032,0.8084484934806824,0.24349398209734785,0.8644898161439754,0.0,0.0,9.205140707523901,14.221239286777278
0,2048,transformer.h.2.attn.c_attn.weight,"(1152, 384)",direct_scalar_int4,0.5674320337676734,0.43256796623232663,0.5674337148666382,0.6532003438804548,2.7045697247591725,0.0,0.0,28.277517646620762,44.82424536150326
0,2048,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_scalar_int3_p98_k8,0.6242115025883185,0.3757884974116815,0.6242124438285828,0.5735538554155226,2.121057229533812,0.0,0.0,20.864527689485403,35.94769256940486
0,2048,transformer.h.4.attn.c_attn.weight,"(1152, 384)",structural_int4_k8,0.7025721636686939,0.2974278363313061,0.7025726437568665,0.4667419932751746,1.5863923560461717,0.0,0.0,15.554243856402946,26.91564647078131
